Participant,Pearson_Correlation,Spearman_Correlation,Sensitivity,Sensitivity CI,Specificity,Specificity CI
KOA54,-0.08160571751321721,0.0898522757045314,"[0.64989, 0.29647, 0.4375]","[(0.64092, 0.65886), (0.27476, 0.31818), (0.19442, 0.68058)]","[0.4796, 0.78482, 0.85877]","[(0.45597, 0.50324), (0.7771, 0.79254), (0.85268, 0.86486)]"
KOA29,0.18357198451076692,0.2982854034116162,"[0.55946, 0.26638, 0.45025]","[(0.54819, 0.57074), (0.2507, 0.28207), (0.40161, 0.49888)]","[0.68674, 0.69269, 0.78604]","[(0.67127, 0.70221), (0.68248, 0.7029), (0.7782, 0.79388)]"
KOA11,0.1404909841160783,0.20080169007389476,"[0.5302, 0.34991, 0.80208]","[(0.52027, 0.54013), (0.3218, 0.37802), (0.72238, 0.88179)]","[0.69135, 0.61931, 0.88943]","[(0.66523, 0.71746), (0.6097, 0.62892), (0.88352, 0.89535)]"
KOA60,0.24653010390769614,0.2573546671397433,"[0.66227, 0.27639, 0.35]","[(0.65347, 0.67108), (0.25266, 0.30013), (0.14096, 0.55904)]","[0.67124, 0.75027, 0.87825]","[(0.64649, 0.69599), (0.74222, 0.75832), (0.87251, 0.884)]"
OA17,0.3955315060016092,0.5214677121083882,"[0.65217, 0.30295, 0.43069]","[(0.6425, 0.66184), (0.29049, 0.31541), (0.36241, 0.49898)]","[0.82006, 0.73754, 0.75774]","[(0.80984, 0.83028), (0.7287, 0.74639), (0.75077, 0.76471)]"
OA48,0.02501081340836691,0.09411736099926019,"[0.63161, 0.25375, 0.0]","[(0.60965, 0.65356), (0.2236, 0.2839), (0.0, 0.0)]","[0.43159, 0.69268, 0.90354]","[(0.39736, 0.46583), (0.6717, 0.71366), (0.89231, 0.91477)]"
KOA17,0.10412966746052049,0.37890402225754055,"[0.68971, 0.35656, 0.35766]","[(0.67962, 0.69981), (0.33394, 0.37919), (0.30091, 0.41442)]","[0.71192, 0.7337, 0.89879]","[(0.69206, 0.73179), (0.72422, 0.74319), (0.89282, 0.90477)]"
KOA4,0.022223700588862798,0.18453173137098514,"[0.7775, 0.22632, 0.36538]","[(0.76982, 0.78518), (0.20202, 0.25061), (0.2345, 0.49627)]","[0.4656, 0.83274, 0.92813]","[(0.43729, 0.49392), (0.82587, 0.83962), (0.92359, 0.93268)]"
OA39,0.11352752083860998,0.37565583570427075,"[0.7284, 0.31226, 0.31963]","[(0.71605, 0.74076), (0.29223, 0.33229), (0.27596, 0.36331)]","[0.64515, 0.80355, 0.84148]","[(0.62637, 0.66393), (0.79296, 0.81413), (0.83295, 0.85002)]"
KOA47,-0.1302046632566119,0.07982223984603326,"[0.56751, 0.29575, 0.22685]","[(0.55634, 0.57869), (0.27767, 0.31383), (0.19461, 0.2591)]","[0.49354, 0.69544, 0.85743]","[(0.47593, 0.51115), (0.68548, 0.7054), (0.85058, 0.86428)]"
