Participant,Pearson_Correlation,Spearman_Correlation,Sensitivity,Sensitivity CI,Specificity,Specificity CI
OA17,0.10560886394532107,0.19296093707500153,"[0.42888, 0.41264, 0.38806]","[(0.41982, 0.43795), (0.39566, 0.42962), (0.27137, 0.50475)]","[0.80759, 0.68759, 0.71085]","[(0.79413, 0.82105), (0.67912, 0.69605), (0.70352, 0.71818)]"
HOA30,0.03188926423198561,0.05305058208482013,"[0.44112, 0.62396, 0.38462]","[(0.43262, 0.44962), (0.58852, 0.65939), (0.19761, 0.57162)]","[0.72849, 0.59294, 0.85076]","[(0.69654, 0.76045), (0.58454, 0.60134), (0.84482, 0.8567)]"
OA2,0.09169358165756103,0.14259446776190915,"[0.39585, 0.69231, 0.15385]","[(0.37771, 0.41398), (0.65491, 0.72971), (-0.04229, 0.34998)]","[0.8194, 0.51514, 0.87866]","[(0.78857, 0.85023), (0.49665, 0.53363), (0.86765, 0.88967)]"
KOA56,0.18034674416849156,0.21924394380307366,"[0.52058, 0.65158, 0.54054]","[(0.51035, 0.53081), (0.62833, 0.67483), (0.46025, 0.62083)]","[0.78365, 0.61395, 0.9028]","[(0.76441, 0.80288), (0.60406, 0.62384), (0.89721, 0.9084)]"
OA29,0.13028593884835143,0.14863537401651772,"[0.70317, 0.44015, 0.66667]","[(0.68945, 0.71688), (0.3797, 0.50061), (0.35868, 0.97465)]","[0.58955, 0.77726, 0.92219]","[(0.53066, 0.64845), (0.76478, 0.78973), (0.91439, 0.93)]"
KOA46,0.03382262582043837,0.10339099997600502,"[0.38816, 0.65728, 0.35484]","[(0.37873, 0.39758), (0.6329, 0.68166), (0.18641, 0.52327)]","[0.77875, 0.49369, 0.89271]","[(0.75765, 0.79985), (0.48403, 0.50334), (0.88711, 0.89831)]"
KOA41,0.06048309829422962,0.08670283090133218,"[0.60779, 0.95652, nan]","[(0.59878, 0.61681), (0.9084, 1.00464), (nan, nan)]","[0.98551, 0.66007, 0.94787]","[(0.95731, 1.01371), (0.65132, 0.66882), (0.94377, 0.95196)]"
KOA57,0.264907631528278,0.21797135004765242,"[0.35545, 0.41858, 0.68421]","[(0.34649, 0.36441), (0.39542, 0.44173), (0.4752, 0.89322)]","[0.90641, 0.61541, 0.70903]","[(0.89281, 0.92001), (0.60632, 0.62451), (0.70113, 0.71692)]"
KOA58,-0.004133626839588418,0.06788667151148561,"[0.56444, 0.67155, 0.25]","[(0.55452, 0.57435), (0.62171, 0.7214), (-0.05006, 0.55006)]","[0.74785, 0.77252, 0.79622]","[(0.70229, 0.79341), (0.76414, 0.7809), (0.7883, 0.80414)]"
OA40,0.07349358217754956,0.11748930424691648,"[0.51137, 0.5751, 0.33333]","[(0.50221, 0.52053), (0.54403, 0.60618), (0.06661, 0.60006)]","[0.74898, 0.66617, 0.84362]","[(0.72189, 0.77608), (0.65753, 0.67481), (0.83723, 0.85002)]"
HOA33,0.39710552269104205,0.21750317355309584,"[0.46783, 0.60807, 0.80645]","[(0.45848, 0.47718), (0.57175, 0.64439), (0.72615, 0.88675)]","[0.87039, 0.53783, 0.92171]","[(0.84693, 0.89386), (0.52853, 0.54714), (0.91683, 0.92659)]"
OA7,0.03813297057549671,0.2151035892480597,"[0.54076, 0.55354, 0.52893]","[(0.53072, 0.55081), (0.52679, 0.5803), (0.43998, 0.61787)]","[0.81479, 0.72552, 0.80571]","[(0.79477, 0.83481), (0.71658, 0.73445), (0.79824, 0.81318)]"
KOA74,0.21168123844206208,0.14598482004532304,"[0.37805, 0.43328, 0.69484]","[(0.36849, 0.38762), (0.41033, 0.45623), (0.65111, 0.73856)]","[0.76635, 0.63099, 0.74563]","[(0.74874, 0.78397), (0.62166, 0.64031), (0.73772, 0.75353)]"
HOA16,0.06207365584453535,0.11418693733133425,"[0.48475, 0.66571, nan]","[(0.47435, 0.49514), (0.64092, 0.6905), (nan, nan)]","[0.70812, 0.54599, 0.94131]","[(0.68423, 0.73202), (0.53563, 0.55634), (0.93676, 0.94585)]"
KOA44,0.1339275633791713,0.2073697637430075,"[0.55214, 0.34955, 0.59459]","[(0.54223, 0.56206), (0.32271, 0.37638), (0.43639, 0.7528)]","[0.7536, 0.7476, 0.7816]","[(0.72971, 0.77749), (0.73896, 0.75625), (0.77383, 0.78936)]"
KOA24,0.09797454777375167,0.1469493268300786,"[0.45687, 0.39813, 0.42081]","[(0.44804, 0.46571), (0.37736, 0.41889), (0.35572, 0.4859)]","[0.72029, 0.6559, 0.78335]","[(0.70216, 0.73841), (0.64755, 0.66424), (0.77661, 0.79009)]"
HOA6,0.025721365444191843,0.07829567321491755,"[0.44225, 0.49351, 0.35455]","[(0.43303, 0.45147), (0.47202, 0.515), (0.26515, 0.44394)]","[0.71905, 0.68585, 0.75882]","[(0.70022, 0.73788), (0.67727, 0.69442), (0.75153, 0.76611)]"
KOA55,0.1328048429439898,0.13009539125934133,"[0.39275, 0.60531, 0.5]","[(0.3839, 0.4016), (0.58324, 0.62737), (0.39998, 0.60002)]","[0.81171, 0.56576, 0.82322]","[(0.7945, 0.82893), (0.55681, 0.57471), (0.81681, 0.82964)]"
KOA4,0.13620879043250486,0.06536248934722769,"[0.18075, 0.49918, 0.75]","[(0.1737, 0.18779), (0.47112, 0.52724), (0.53782, 0.96218)]","[0.92799, 0.55369, 0.62202]","[(0.91358, 0.9424), (0.54459, 0.56278), (0.61358, 0.63046)]"
OA14,0.14675908332325388,0.15802510853400212,"[0.40065, 0.40956, 0.51372]","[(0.39152, 0.40978), (0.38657, 0.43254), (0.4648, 0.56264)]","[0.76934, 0.62435, 0.7614]","[(0.75157, 0.78711), (0.61548, 0.63321), (0.75403, 0.76878)]"
HOA44,0.11727118875473203,0.1404644709591674,"[0.5145, 0.59324, 0.35897]","[(0.50435, 0.52465), (0.56822, 0.61827), (0.25252, 0.46543)]","[0.71823, 0.63624, 0.87785]","[(0.69589, 0.74057), (0.62651, 0.64597), (0.87167, 0.88403)]"
HOA41,0.0036835085768299218,0.08623850316049336,"[0.29032, 0.40704, 0.45699]","[(0.28123, 0.29941), (0.38924, 0.42484), (0.3854, 0.52858)]","[0.8554, 0.70507, 0.57585]","[(0.84304, 0.86776), (0.69602, 0.71411), (0.56719, 0.58451)]"
OA8,-0.04631134387185964,-0.08718312996605494,"[0.2191, 0.70334, 0.41778]","[(0.21049, 0.22771), (0.68168, 0.72499), (0.35333, 0.48222)]","[0.86143, 0.62774, 0.63033]","[(0.84603, 0.87683), (0.6178, 0.63767), (0.62113, 0.63953)]"
OA67,0.20184356809648196,0.19642466209815757,"[0.27369, 0.47114, 0.6038]","[(0.26457, 0.28281), (0.45485, 0.48744), (0.56715, 0.64046)]","[0.83256, 0.50578, 0.74566]","[(0.82138, 0.84373), (0.49591, 0.51564), (0.73811, 0.75321)]"
KOA70,0.14022921396659255,0.1716809901585635,"[0.40347, 0.50285, 0.49007]","[(0.39355, 0.41339), (0.48588, 0.51982), (0.41033, 0.5698)]","[0.76866, 0.57525, 0.80533]","[(0.75465, 0.78266), (0.56533, 0.58516), (0.79845, 0.81221)]"
OA74,0.08753137794707938,0.11511745473901776,"[0.34813, 0.65673, 0.26316]","[(0.33865, 0.35761), (0.62787, 0.68559), (0.14884, 0.37748)]","[0.82862, 0.46734, 0.87552]","[(0.80632, 0.85092), (0.45744, 0.47723), (0.86928, 0.88176)]"
OA43,0.07483547027608478,0.1271077775103994,"[0.27877, 0.65812, 0.44156]","[(0.26926, 0.28827), (0.63708, 0.67917), (0.33064, 0.55247)]","[0.86095, 0.43168, 0.8389]","[(0.84589, 0.87601), (0.42123, 0.44213), (0.83187, 0.84593)]"
KOA59,0.19763041569881223,0.19533084323967628,"[0.20364, 0.67241, 0.77568]","[(0.19613, 0.21115), (0.6517, 0.69313), (0.74562, 0.80573)]","[0.95022, 0.48226, 0.74101]","[(0.94204, 0.95841), (0.47324, 0.49129), (0.73348, 0.74854)]"
KOA45,0.11206614047198407,0.20803859136165978,"[0.43828, 0.70075, 0.3628]","[(0.42646, 0.45009), (0.67487, 0.72663), (0.31077, 0.41484)]","[0.82626, 0.5331, 0.90069]","[(0.80728, 0.84524), (0.52149, 0.5447), (0.89413, 0.90725)]"
KOA7,0.08512864708358156,0.1953016855065193,"[0.25796, 0.66898, 0.49233]","[(0.24947, 0.26644), (0.6458, 0.69216), (0.45189, 0.53278)]","[0.92028, 0.43091, 0.82355]","[(0.90888, 0.93167), (0.42157, 0.44025), (0.81667, 0.83043)]"
HOA34,-0.03270056250379849,-0.04689839241089846,"[0.11927, 0.83776, 1.0]","[(0.11302, 0.12552), (0.81001, 0.86551), (1.0, 1.0)]","[0.90574, 0.31512, 0.81209]","[(0.88377, 0.92772), (0.30616, 0.32407), (0.8048, 0.81939)]"
KOA31,0.10649149621633132,0.15911245922010572,"[0.51838, 0.55436, 0.66667]","[(0.50877, 0.52798), (0.52987, 0.57885), (0.35868, 0.97465)]","[0.72973, 0.63953, 0.87191]","[(0.70791, 0.75155), (0.6303, 0.64875), (0.86593, 0.8779)]"
OA32,0.08746843744329358,0.09394423871670984,"[0.46626, 0.43632, 0.27273]","[(0.45328, 0.47923), (0.38912, 0.48353), (0.00954, 0.53592)]","[0.67356, 0.57844, 0.87916]","[(0.6295, 0.71763), (0.5656, 0.59127), (0.87098, 0.88734)]"
KOA63,0.07747627043790033,0.19319635252896541,"[0.47161, 0.72391, 0.57547]","[(0.46217, 0.48105), (0.70482, 0.74299), (0.48138, 0.66957)]","[0.85818, 0.63394, 0.84296]","[(0.84364, 0.87271), (0.62488, 0.64301), (0.83667, 0.84925)]"
KOA9,-0.0024624044583261596,0.0945767250065121,"[0.39153, 0.67323, 0.13924]","[(0.38204, 0.40101), (0.65461, 0.69184), (0.08526, 0.19322)]","[0.79399, 0.55851, 0.83928]","[(0.77844, 0.80955), (0.54894, 0.56809), (0.83287, 0.84569)]"
OA6,0.00763676531400124,0.044606933264893595,"[0.4637, 0.24025, 0.37186]","[(0.45359, 0.47382), (0.21055, 0.26995), (0.30471, 0.43901)]","[0.55131, 0.65835, 0.79941]","[(0.52039, 0.58223), (0.64883, 0.66787), (0.79161, 0.8072)]"
HOA9,0.01962333426380266,0.14588663967234272,"[0.4917, 0.81057, 0.0]","[(0.48064, 0.50277), (0.783, 0.83814), (0.0, 0.0)]","[0.86154, 0.62092, 0.87761]","[(0.8373, 0.88578), (0.61018, 0.63166), (0.87069, 0.88453)]"
OA78,0.08837445818556319,0.16896650134604357,"[0.51684, 0.50399, 0.47826]","[(0.50709, 0.52659), (0.47872, 0.52926), (0.3339, 0.62262)]","[0.77677, 0.72682, 0.78177]","[(0.75604, 0.7975), (0.71815, 0.7355), (0.77426, 0.78929)]"
OA21,0.2719405883028722,0.12504848408569144,"[0.4319, 0.65459, 1.0]","[(0.42186, 0.44193), (0.62871, 0.68047), (1.0, 1.0)]","[0.7662, 0.53939, 0.89501]","[(0.74356, 0.78883), (0.52931, 0.54946), (0.88919, 0.90083)]"
KOA68,0.16637488812804546,0.2363039261334241,"[0.53032, 0.441, 0.64453]","[(0.52052, 0.54012), (0.42262, 0.45937), (0.5859, 0.70317)]","[0.74028, 0.70615, 0.80102]","[(0.72475, 0.75581), (0.69731, 0.71498), (0.79409, 0.80794)]"
OA4,0.3011296301259651,0.3367008777242769,"[0.30694, 0.32779, 0.82187]","[(0.29762, 0.31626), (0.31221, 0.34337), (0.79558, 0.84815)]","[0.91607, 0.63005, 0.6226]","[(0.90778, 0.92435), (0.62069, 0.63941), (0.61423, 0.63096)]"
OA50,0.19664429208668574,0.2764246986567461,"[0.61072, 0.6348, 0.61111]","[(0.59508, 0.62637), (0.58808, 0.68152), (0.3859, 0.83632)]","[0.8615, 0.72892, 0.87119]","[(0.8287, 0.8943), (0.71469, 0.74315), (0.86099, 0.8814)]"
HOA29,0.04261706359746847,0.08184640980924485,"[0.64429, 0.34483, 0.11111]","[(0.63617, 0.65242), (0.28716, 0.40249), (-0.09421, 0.31643)]","[0.63704, 0.78753, 0.8537]","[(0.57968, 0.69439), (0.78059, 0.79447), (0.84776, 0.85964)]"
